దాని నుండు వచ్చిన పసాదాని ముగ్గరి భార్యలకి పంచుతాడు.,దాని నుండి వచ్చిన ప్రసాదాన్ని ముగ్గురు భార్యలకు పంచుతాడు.,
"కొన్ని మాసాల తర్వాత ""చైత్రశుద్ధినవిమి” రోజున శ్రీరాముడు జన్నిస్తాడు.","కొన్ని మాసాల తర్వాత ""చైత్ర శుద్ధి నవమి” రోజున శ్రీరాముడు జన్మిస్తాడు.",
అయోధ్యలో ప్రజలు రాకుమారుడు మొక్క జన్మము సంభరంగా చేసుకుంటారు.,అయోధ్యలో ప్రజలు రాకుమారుని జననం సంబరంగా చేసుకుంటారు.,
"దశమి నాడు రాముడి యొక్క సోదరులు - లక్ష్మణుడు (సుమిత్ర ద్వారా), భరతుడు (కైకేయి ద్వారా), క్షత్రజ్ఞడు (సుమిత్ర ద్వారా) జన్మిస్తారు.","దశమి నాడు రాముడి సోదరులు – లక్ష్మణుడు (సుమిత్ర ద్వారా), భరతుడు (కైకేయి ద్వారా), శత్రుఘ్నుడు (సుమిత్ర ద్వారా) జన్మిస్తారు.",
రాజ్యం అంతా ఆనందంతో ఉంటుంది.,రాజ్యం అంతా ఆనందంతో నిండిపోతుంది.,
సమయం నడుస్తుంది.,సమయం గడుస్తుంది.,
రామలక్ష్మ - భరత- క్షత్రజ్ఞలు ఇప్పడు పెద్దగా అయ్యారు.,"రామ, లక్ష్మణ, భరత, శత్రుఘ్నులు ఇప్పుడు పెద్దవారు అయ్యారు.",
దశరతుడి యొక్క రాజ్యానికి మహర్ర్షి విశ్వామిత్రుడు వస్తాడు.,దశరథుడి రాజ్యానికి మహర్షి విశ్వామిత్రుడు వస్తాడు.,
"ఆయన వచ్చేసి పక్కన ఉన్న ప్రాతంలో తాటకి, మారిచి- సుబాహములు అక్కడ తప్పన్సు మరియు పూజలు చేసే ఋషలని చంపేసి, విద్వంశం చేస్తున్నారు అని చెబుతాడు.","ఆయన వచ్చి పక్కన ఉన్న ప్రాంగణంలో తాటకి, మారీచి, సుబాహులు అక్కడ తపస్సు మరియు పూజలు చేసే ఋషులను చంపి, విధ్వంసం చేస్తున్నారు అని చెబుతాడు.",
వారిని చంపడానికి తన యొక్క సంతానం అయిన రాముడు మరియు లక్ష్మణుడు కావాలి అని చెప్తాడు.,వారిని చంపడానికి తన సంతానం అయిన రాముడు మరియు లక్ష్మణుడు కావాలి అని చెప్తాడు.,
మనస్సులో కొడుకుల మీద ప్రేమ ఉన్న మహర్షికి ఎదురు చెప్పకూడదు అనేసి తన ఇద్దరి కొడుకులని పంపిస్తాడు.,మనస్సులో కొడుకుల మీద ప్రేమ ఉన్నా మహర్షికి ఎదురు చెప్పకూడదని తన ఇద్దరు కొడుకులను పంపిస్తాడు.,
విశ్వామిత్రుడి తో కలిసి ఇద్దరు సోదరలు వారి యొక్క యాత్రను మొదులు పెడతారు.,విశ్వామిత్రుడితో కలిసి ఇద్దరు సోదరులు వారి యాత్రను మొదలుపెడతారు.,
వారి యొక్క ప్రయాణం ఎన్నో పాఠాలను నేర్చుకుంటారు.,వారి ప్రయాణంలో ఎన్నో పాఠాలను నేర్చుకుంటారు.,
వారికి ఆకలి మరియు దప్పిక అవ్వకూడదు అనేసి మహర్షి విశ్వామిత్ర కొన్ని మంత్రాలని జెపించి: దీవిస్తాడు.,వారికి ఆకలి మరియు దప్పిక అవ్వకూడదని మహర్షి విశ్వామిత్ర కొన్ని మంత్రాలు జపించి దీవిస్తాడు.,
"ఆ పమాణం లో వారు ఆ రెండిటి రాక్షసులని చంపేసి, వారి యాత్రలో మితిలా నగరానికి చేరుతారు.","ఆ పరిమాణంలో వారు ఆ రెండు రాక్షసులను చంపి, వారి యాత్రలో మిథిలా నగరానికి చేరుతారు.",
అక్కడ సీత యొక్క స్వయంవరం కి హాజరు అవుతారు.,అక్కడ సీత స్వయంవరానికి హాజరు అవుతారు.,
అక్కడికి ఎంతో మంది రాజులు మరియు ఋషులు హాజరు అయ్యారు.,అక్కడికి ఎంతో మంది రాజులు మరియు ఋషులు హాజరయ్యారు.,
రావణుడు కూడా సీతను పెళ్ళి చేసుకోడానికి హజరు అయ్యాడు.,రావణుడు కూడా సీతను పెళ్లి చేసుకోవడానికి హాజరయ్యాడు.,
సీతను పెళ్ళి చేసుకోవాలి అంటే అక్కడ ఉన్న శివ ధనస్సు దారాని జోడించాలి .,సీతను పెళ్లి చేసుకోవాలంటే అక్కడ ఉన్న శివధనస్సు ధారాన్ని జోడించాలి.,
ఎంతో మంది ఋషులు మరియు రాజులు ప్రయత్నిస్తారు కాని వారి వల్ల అవ్వదు.,ఎంతో మంది ఋషులు మరియు రాజులు ప్రయత్నిస్తారు కాని వారి వల్ల అవ్వదు.,
విశ్వామిత్రుడు రాముడిని వెళ్ళి ప్రయత్నించ మంటాడు.,విశ్వామిత్రుడు రాముడిని వెళ్లి ప్రయత్నించమని అంటాడు.,
రాముడు సులభంగా ధారాని కడుతాడు.,రాముడు సులభంగా ధారాన్ని కడతాడు.,
రావణుడు కోపంతో అక్కడ నుండి వెళిపోతాడు.,రావణుడు కోపంతో అక్కడి నుండి వెళ్లిపోతాడు.,
సీతను రాముడు పెళ్ళిచేసుకొని తన యొక్క రాజ్యం అయిన అయోధ్యాకి తీసుకొని వెళుతాడు.,సీతను రాముడు పెళ్లి చేసుకొని తన రాజ్యం అయిన అయోధ్యకు తీసుకువెళుతాడు.,
"సీత యొక్క సోదిరాలని, రాముడు యొక్క సోదరులు పెళ్ళి చేసుకుంటారు.",సీత సోదరీమణులను రాముడి సోదరులు పెళ్లి చేసుకుంటారు.,
"పర్యావరణం మరియు మనము (మనుషులు) ని వేరు చేసి చూడలేము, ఎందుకంటే ఈ రెండు కూడ ఒకే దారి లో ఒకటి మమేకం అయినటువంటి అంశాలు.","పర్యావరణం మరియు మనము (మానవులు) ని వేరు చేసి చూడలేము, ఎందుకంటే ఈ రెండు కూడా ఒకే దారిలో ఒకటిగా మమేకం అయినటువంటి అంశాలు.",
పుట్టినప్పటి నుంచి మనకు తెలయకుండానే మనము ఎన్నో విషయాలను పర్యావరణం నుంచి నేర్చుకోవడం జరుగుతుంది.,పుట్టినప్పటి నుంచి మనకు తెలయకుండానే మనము ఎన్నో విషయాలను పర్యావరణం నుంచి నేర్చుకోవడం జరుగుతుంది.,
"ఒకే వ్యక్తి మొక్క శారీరిక, మానిసిక, మరియు వృత్తి పరమైన అభివృద్ది కి ఒక అనుకూల పర్యావరణం ముఖ్యమైన పాత్ర పోషిచడం జరుగుతుంది.","ఒకే వ్యక్తి యొక్క శారీరక, మానసిక, మరియు వృత్తి పరమైన అభివృద్ధికి ఒక అనుకూల పర్యావరణం ముఖ్యమైన పాత్ర పోషించడం జరుగుతుంది.",
"ఉదాహరణకు, చిన్నప్పడు మన చుట్టు ఉందేటటువంటి వృక్షాలు, జంతువులు, పక్షులు, నీరు, మరి ముఖ్యంగా మనుషులు పిల్లలయొక్క అభివృద్ది ముఖ్యంగా వారి యొక్క సామజిక భాధ్యతను వారిలో నెలకోల్పడం లో పర్యావరణం ముఖ్య భూమిక పోషించడం జరుగుతుంది.","ఉదాహరణకు, చిన్నప్పుడు మన చుట్టూ ఉందేటటువంటి వృక్షాలు, జంతువులు, పక్షులు, నీరు, మరి ముఖ్యంగా మనుషులు పిల్లల యొక్క అభివృద్ధి, ముఖ్యంగా వారి యొక్క సామాజిక బాధ్యతను వారిలో నెలకొల్పడం లో పర్యావరణం ముఖ్య భూమిక పోషించడం జరుగుతుంది.",
"అలాగే, చదువుకునేసమయంలో ముఖ్యంగా ఉన్నత చదువులు లో ఒక అనుకూల వాతవరణం విధ్యార్దుల ఆలోచనలను పొదును పెట్టడంలో మరిము వారికి ఉన్న అంశాన్ని అందిపుచ్చుకోవడం లో పర్యావరణం పాత్ర చాలా ముఖ్యం.","అలాగే, చదువుకునే సమయంలో, ముఖ్యంగా ఉన్నత చదువులలో, ఒక అనుకూల వాతావరణం విద్యార్థుల ఆలోచనలను పొదును పెట్టడంలో మరియు వారికి ఉన్న అంశాన్ని అందిపుచ్చుకోవడం పర్యావరణం పాత్ర చాలా ముఖ్యం.",
వీటి తో పాటు సమాజం లో వ్యక్తుల సంతోషం అనే అంశాన్ని పరిశిలించినపుడు వాతావరణం దాని ప్రభావం ఎమిటి అనేది చాలా పత్రికలలో రుజువు చేయడం జరిగింది.,"వీటితో పాటు, సమాజంలో వ్యక్తుల సంతోషం అనే అంశాన్ని పరిశీలించినప్పుడు వాతావరణ ప్రభావం ఏమిటో అనేది చాలా పత్రికల్లో రుజువు చేయబడింది.",
"ఇప్పటి వరకు పర్యావరణం మొక్క ఉపయోగాలు తెలియజేయడం జరిగించి, కాని మన ప్రవర్తణ పర్యావరణం పై ప్రభావం చూపుతుందో కోంత వివరిస్తాను.","ఇప్పటి వరకు పర్యావరణం యొక్క ఉపయోగాలు తెలియజేయడం జరిగింది, కాని మన ప్రవర్తన పర్యావరణంపై ఎలాంటి ప్రభావం చూపుతుందో కొంత వివరిస్తాను.",
దీనిని మనము ఆర్ధిక అభివృద్ది కలుపుతు వివరిచడం కోంత ముఖ్యము.,దీనిని మనము ఆర్థిక అభివృద్ధితో కలిపి వివరిచడం కొంత ముఖ్యము.,
మొదటి మరియు రెండవ ఇండస్ట్రియల్ రెవల్యూషన్ కారణంగా చాలా దేశాలు వాతావరణం ను చాలావరకు విడదీసి చూడడం జరిగింది.,మొదటి మరియు రెండవ ఇండస్ట్రియల్ రెవల్యూషన్ కారణంగా చాలా దేశాలు వాతావరణాన్ని చాలావరకు విడదీసి చూడడం జరిగింది.,
"ఈ విభజనే అతి ముఖ్యంగా, డెవలప్ జరుగుతున్న మరిము తర్ట్ వరల్లో దేశలలో క్లియర్ గా కనిపిస్తుంది.",ఈ విభజనే ముఖ్యంగా డెవలప్ అవుతున్న మూడవ ప్రపంచ దేశాలలో క్లియర్ గా కనిపిస్తుంది.,
"ఉదాహరణకు, ఆసియా దేశాలను చూసుకుంటే, ముఖ్యంగా బాంగ్లదేశ్, బట్టల పరిశ్రమను ప్రోత్సహించడం లో నిమగ్నం అయ్యి, పర్యావరణన్ని గాలికి వదిలేయడం జరిగింది.","ఉదాహరణకు, ఆసియా దేశాలను తీసుకుంటే, ముఖ్యంగా బంగ్లాదేశ్‌లో, బట్టల పరిశ్రమను ప్రోత్సహించడంలో నిమగ్నమై, పర్యావరణాన్ని గాలికి వదిలేయడం జరిగింది.",
"అదేవిధంగా, భారత దేశంలో పార్మటికల్ పరిశ్రమలు మరిము లెదర్ పరిశ్రములు విషయంలో పర్యావరణ సమతులతలను చాలా వరకు వదిలి వేయడం జరిగింది.","అదేవిధంగా, భారతదేశంలో ఫార్మాస్యూటికల్ పరిశ్రమలు మరియు లెదర్ పరిశ్రమల విషయంలో పర్యావరణ సమతుల్యాన్ని చాలా వరకు వదిలి వేయడం జరిగింది.",
ఈ విషయాలు మనకు కేవలం వాటి ప్రభావం ఎక్కువ అయినపుడు మాత్రమే అవగాహణ కలుగుతుంది.,ఈ విషయాలు మనకు కేవలం వాటి ప్రభావం ఎక్కువ అయినపుడు మాత్రమే అవగాహన కలుగుతుంది.,
"ఇది గంగా నది కావచ్చు, ఎయిల్ క్వాలిటి ఇందెక్స్ కావచ్చు, వర్షలు రాక పోవడం కావచ్చు.","ఇది గంగాా నది కావచ్చు, ఎయిర్ క్వాలిటీ ఇండెక్స్ కావచ్చు, వర్షాలు రాకపోవడం కావచ్చు.",
ఈ విషయం లో కేవలం ప్రభుత్వాలనే మనము తప్ప పట్ట లేము.,ఈ విషయంలో కేవలం ప్రభుత్వాలనే మనము తప్పుపట్టలేము.,
"ఎందుకంటే, వాతవరణం దానిని కాపాడవలిసిన భాద్యత అందరి పైన ఉంది.","ఎందుకంటే, వాతావరణాన్ని కాపాడే బాధ్యత అందరి పైన ఉంది.",
"ఒక ముఖ్య సమస్య మనము చూసి నట్లయితే, ఒక అపోహ ఎమిటనగా ఆర్దిక అభివృద్ది కేవలం పర్యవరణాన్ని క్షిణింపచేయడం వలన జరుగుతుంది అని .","ఒక ముఖ్య సమస్య మనము చూసినట్లైతే, ఒక అపోహ ఏమిటంటే ఆర్థిక అభివృద్ధి కేవలం పర్యావరణాన్ని క్షీణింపచేయడం వలన జరుగుతుంది అని.",
కాని చాలా డెవలప్ డ్ దేశాలు ఈ రెండు అంశాలను సమాతులంగా చూస్తున్నాయి.,కానీ చాలా డెవలప్‌డ్ దేశాలు ఈ రెండు అంశాలను సమతులంగా చూస్తున్నాయి.,
ఇక్కడ కొన్ని సామజిక మరియు కల్చరల్ అంశాలు చర్చించడం చాలా ముఖ్యం.,ఇక్కడ కొన్ని సామాజిక మరియు కల్చరల్ అంశాలు చర్చించడం చాలా ముఖ్యం.,
"ఒకటి, సామాచిక (పర్యావరణ) అవగాహణ, మరిము దారిద్ర్యము, ఎ సమాజం లో అయిన కనిస సదుసాయాలు మరియు సంపాదన లేనపుడు, పర్యావరణం గురించి ఆలోచించడుం చాలా కష్టం.","ఒకటి, సామాజిక (పర్యావరణ) అవగాహన, అలాగే దారిద్ర్యం, ఏ సమాజం లో అయినా కనీస సదుపాయాలు మరియు సంపాదన లేనప్పుడు, పర్యావరణం గురించి ఆలోచించడం చాలా కష్టం.",
మన లాంటి దేశం లో జరుగుతుంది అదే అని చెప్పడం లో సందేహం ఎ మాత్రము లేదు.,మనలాంటి దేశంలో అదే జరుగుతుందని చెప్పడంలో సందేహం ఏమాత్రం లేదు.,
ఇలా చుసినపుడు ఒక వ్యక్తి కాదు ఒక వ్యవస్థ దాని ప్రభావం.రెండు కూడ కలిపి చూడ వలసిన భాద్యత మన పైన వుంది,"ఇలా చూసినప్పుడు ఒక వ్యక్తి కాదు, ఒక వ్యవస్థ కూడా దాని ప్రభావం చూపుతుంది. రెండు కూడ కలిపి చూడవలసిన బాధ్యత మనపై ఉంది.",
చాలా దేశాలు ఈ రెండు అభివృద్ది మరియు పర్యావరణ నమకూలత ను వేరుగా చూడడం వలన క్రింద చెప్పిన పర్యాన సానులు ఎదుర్కుంటున్నారు.,చాలా దేశాలు ఈ రెండు అభివృద్ధి మరియు పర్యావరణ సమకూలతను వేరుగా చూడడం వలన క్రింద చెప్పిన పరినామాలను ఎదుర్కొంటున్నాయి.,
"ఉష్ణోగ్రతల పెరగడం, ప్లాస్టిక్ వ్యేస్ట్ పెరగడం, వాయు మరియు నీటి కాలుష్యం, నేల కలుషితం","ఉష్ణోగ్రతలు పెరగడం, ప్లాస్టిక్ వెస్ట్ పెరగడం, వాయు మరియు నీటి కాలుష్యం, నేల కలుషితం.",
ఈ విదంగా చెప్పకుంటు పోతే ఎన్నో ఉన్నాయి.,ఈ విధంగా చెప్పుకుంటూ పోతే ఎన్నో ఉన్నాయి.,
"దీనికి బక వ్యక్తి, నేను మీరు అందరము కారణమే.","దీనికి ప్రతి వ్యక్తి, నేను మీరు అందరం కారణమే.",
"మరి ఈ విధంగా ముందుకు పోతే పరిస్థితి ఎమిటి, పర్యావరణ భాత్యత ఎవరు తీసుకుంటారు, మరి ముఖ్యంగా డెవలపింగ్ దేశాలలో.","మరి ఈ విధంగా ముందుకు పోతే పరిస్థితి ఏమిటి, పర్యావరణ బాధ్యత ఎవరు తీసుకుంటారు, మరి ముఖ్యంగా డెవలపింగ్ దేశాలలో?",
ఇక్కడ కొన్ని సలహలు మరిము సూచనలు నా అమభం నుంచి మరియు కొన్ని దేశాల నుంచి సూచిచడం జరుగుతుంది.,ఇక్కడ కొన్ని సలహాలు మరియు సూచనలు నా అనుభవం నుంచి మరియు కొన్ని దేశాల నుంచి సూచించడం జరుగుతుంది.,
"చిన్నప్పటి నుంచి పర్యావరణం యొక్క ప్రాముఖ్యత , ముఖ్యంగా ప్రస్తుత పరిస్థితుల పై అన్ని తరగుతుల లో ఒక కొర్సు గా ఉంచడం ముఖ్యం, ఇది పర్యావరణ అవగాహణ పెంచుతుంది","చిన్నప్పటి నుంచి పర్యావరణం యొక్క ప్రాముఖ్యత, ముఖ్యంగా ప్రస్తుత పరిస్థితులపై అన్ని తరగతులలో ఒక కోర్సుగా ఉంచడం ముఖ్యం, ఇది పర్యావరణ అవగాహన పెంచుతుంది.",
"ఎవరయి తే చదువు కు దూరంగా ఉన్నా రో, ప్రభుత్వాలు వారి విషయం లో కొంత పోలసీలు ద్వారా అహగాహణ మరియు ఎడ్యుకేషణ్ అందించడం ముఖ్యం.","ఎవరైతే చదువుకు దూరంగా ఉన్నారో, ప్రభుత్వాలు వారి విషయంలో కొంత పాలసీల ద్వారా అవగాహన మరియు ఎడ్యుకేషన్ అందించడం ముఖ్యం.",
ప్రభుత్వాలు కేవలం ఆర్థిక అభివృద్దే కాకుండ సమాజం మరియు పర్యావరణ సమకూలిత గోల్స్ మీద మరియు వాటి ఇందికేటర్స్ మీద దృష్టి సాదించాలి.,ప్రభుత్వాలు కేవలం ఆర్థిక అభివృద్ధే కాకుండా సమాజం మరియు పర్యావరణ సమకూలిత గోల్స్ మీద మరియు వాటి ఇండికేటర్స్ మీద దృష్టి సారించాలి.,
"అదే విదంగా ఇప్పటి వరకు జరిగిన ఆర్థిక అభివుద్దిని ప్రక్కన పెట్టె, పర్యావరణ అభివృద్ది గురించి కూడ పత్రికలు, మీదియ , పార్లమెంటరీ చర్చల్లో ప్రాధాన్యం కల్పించాలి.","అదే విధంగా ఇప్పటి వరకు జరిగిన ఆర్థిక అభివృద్ధిని ప్రక్కన పెట్టి, పర్యావరణ అభివృద్ధి గురించి కూడా పత్రికలు, మీడియా, పార్లమెంటరీ చర్చల్లో ప్రాధాన్యం కల్పించాలి.",
యునివర్సిటీలలో పర్యావరణ అభివృద్ధి అంశాల పై రీసర్చ్ ని ప్రోత్స హించడం చాలా ముఖ్యం,యూనివర్సిటీలలో పర్యావరణ అభివృద్ధి అంశాలపై రీసెర్చ్ ని ప్రోత్సహించడం చాలా ముఖ్యం.,
అలాగే వ్యక్తిత్వ వికాసం మరియు వినియోగం అంశాలను విడదీసి వాటి ప్రాముఖ్యతలను ప్రభుత్వాలు వివరింపచేయాలి,అలాగే వ్యక్తిత్వ వికాసం మరియు వినియోగ అంశాలను విడదీసి వాటి ప్రాముఖ్యతను ప్రభుత్వాలు వివరించాలి.,
ప్రభుత్వాలు ఎప్పటి కప్పడు పర్యావరణ అంశాలపై రిపోర్టులు ఇచ్చి కేంద) మరియు రాష్ట) అంశాలపై భహిరంగంగాా చర్చించాలి.,ప్రభుత్వాలు ఎప్పటికప్పుడు పర్యావరణ అంశాలపై రిపోర్టులు ఇచ్చి కేంద్ర మరియు రాష్ట్ర అంశాలపై బహిరంగంగాా చర్చించాలి,
"అలాగే ప్రభుత్వాలు పర్యావరణ సవకూలతకు ఎక్కువ మొత్తంలో డబ్బును కేటాయించాలి, అలాగే వ్యవస్ధి కృత ఎకౌంటబిలిటిని సుస్థిరపరచాలి.","అలాగే ప్రభుత్వాలు పర్యావరణ సమకూలతకు ఎక్కువ మొత్తంలో డబ్బును కేటాయించాలి, అలాగే వ్యవస్థీకృత అకౌంటబిలిటిని సుస్థిరపరచాలి",
అలాగే ప్రభుత్వ అనుభంద సంస్థల ద్వార పౌరులను పర్యావరణ సమకూతి కార్యక్రమా లతో పాల్గొనేలా చేయదం చాలా ముఖ్యము.,అలాగే ప్రభుత్వ అనుబంధ సంస్థల ద్వారా పౌరులను పర్యావరణ సమకూలత కార్యక్రమాలతో పాల్గొనేలా చేయడం చాలా ముఖ్యం,
"చివరగా చెప్ప దలుచుకన్నది ఎమిటంటే, పర్యావరణం మనుకు ఎన్నో అవకా సలను కల్పించింది ఎదగడం మరియు సంతోషం కోసం.","చివరగా చెప్పదలచుకున్నది ఏమిటంటే, పర్యావరణం మనకు ఎన్నో అవకాశాలను కల్పించింది ఎదగడం మరియు సంతోషం కోసం.",
మనమందరం వ్యక్తుల నుంచి వ్యవస్థల వరకు ఒక బాధ్యత గా తీసుకోవడం చాల ముఖ్యం.,మనమందరం వ్యక్తుల నుంచి వ్యవస్థల వరకు ఒక బాధ్యతగా తీసుకోవడం చాలా ముఖ్యం.,
"ఇది కేవలం మను సంతోషం అభివృద్ది కోసమె కాదు, రాబోయె తరాలు పర్యావరణ ప్రాముఖ్య త మరియు దాని సదుపాయాలు అనుభవించగలరు, ఇంది అందరి భాద్యత.","ఇది కేవలం మన సంతోషం అభివృద్ధి కోసమే కాదు, రాబోయే తరాలు పర్యావరణ ప్రాముఖ్యత మరియు దాని సదుపాయాలు అనుభవించగలరు, ఇది అందరి బాధ్యత.",
రామాయణం వాల్మికిచే రాయభడింది. ఇది రాముని యొక్క జీవిత కథ.,రామాయణం వాల్మికిచే రాయబడింది. ఇది రాముని జీవిత కథ.,
"దీనిలో రాముని పుట్టుక నుండి మొదలుకోని, రాముని యొక్క జీవితం మేత్తం రాయడం జరిగింది.","దీనిలో రాముని పుట్టుక నుండి మొదలుకొని, రాముని జీవితం మొత్తం రాయడం జరిగింది.",
రాముడు విష్ణువు యెక్క అవతారం. దశరద మహరాజుకు నలుగురు కుమారులు.,రాముడు విష్ణువు యొక్క అవతారం. దశరథ మహారాజుకు నలుగురు కుమారులు.,
"అందులో పెద్దవాడు రాముడు తరువాత లక్ష్మనుడు, భరతుట మరియు శత్రషుడు .","అందులో పెద్దవాడు రాముడు, తరువాత లక్ష్మణుడు, భరతుడు మరియు శత్రుఘ్నుడు.",
రామయణంలో నుంచి మనిషికి కావలసిన అని లక్షణాలు రాముడు నుంచి నెర్చుకోవచు.,రామాయణం నుంచి మనిషికి కావలసిన అన్నీ లక్షణాలు రాముడు నుండి నేర్చుకోవచ్చు.,
"దీనిలో తల్లిదండ్రులను ఎలా గోరవించాలి, వారి మాటను ఎలా పాటించాలి అని తెలుసుకుంటాం.","దీనిలో తల్లిదండ్రులను ఎలా గౌరవించాలి, వారి మాటను ఎలా పాటించాలి అని తెలుసుకుంటాం.",
రాముడు యొక్క భార్య సీతా దేవి. దీనిలో సీతా దేవితో తప్పగా ప్రవర్తించి. అపహరించి నందుకు రావణుని సంహరించాడు రాముడు.,"రాముని భార్య సీతా దేవి. దీనిలో సీతా దేవితో తప్పుగా ప్రవర్తించి, అపహరించినందుకు రావణుని సంహరించాడు రాముడు.",
దీనినుంచు ఆడవారిలో ఏలా ప్రవర్తించాలి అన్న విషయం తెలుసుకుంటాం.,దీనినుంచి ఆడవారితో ఎలా ప్రవర్తించాలి అన్న విషయం తెలుసుకుంటాం.,
రామయణం ఏపటికి మనావాలికి ఒక మార్గదర్శకంగా ఉంటుంది.,రామాయణం ఎప్పటికీ మనకి ఒక మార్గదర్శకంగా ఉంటుంది.,
రామయణం వివిధ భాషలలో లికించ భడింది.,రామాయణం వివిధ భాషలలో లిఖించబడింది.,
ఈ మహ గ్రంధంలో చెప్పిన ప్రతి మాట మానవాలికి ఏంతో మంచిని నెరుప్పుతుంది.,ఈ మహాగ్రంధంలో చెప్పిన ప్రతి మాట మనకి ఎంతో మంచిని నేర్పుతుంది.,
"రాముని పరాక్రమం, దర్శం, రాజనీలి మరియు ఏన్నొ విషయాలు తేలునుకోని నేర్చుకోవచ్చు.","రాముని పరాక్రమం, ధర్మం, రాజనీతి మరియు ఎన్నో విషయాలు తెలుసుకొని నేర్చుకోవచ్చు.",
మహాభారతంలో నాకు ఇష్టమైన పాత్ర అర్జునుడు.,మహాభారతంలో నాకు ఇష్టమైన పాత్ర అర్జునుడు.,
అర్జునుడు పాండురాజు మరియు కుంత్తి దేవులా సంతానం.,అర్జునుడు పాండురాజు మరియు కుంతి దేవి సంతానం.,
"అర్జునుడు యెక్క అన్నదములు దర్మరాజు, భీముడు నకులుడు మరియు శహదేవుడు.","అర్జునుడి అన్నదమ్ములు ధర్మరాజు, భీముడు, నకులుడు మరియు సహదేవుడు.",
వీరి ఇదుగురిని కలిపి పంచ పాండవులు అంటారు.,వీరి ఐదుగురిని కలిపి పంచ పాండవులు అంటారు.,
అర్జునుడు దనురవిద్యలో ప్ప్రాముక్యుడు.,అర్జునుడు ధనుర్విద్యలో ప్రధానుడు.,
అర్జునుడిని సవ్యసాచి అని పిలుస్రారు.,అర్జునుడిని సవ్యసాచి అని పిలుస్తారు,
అంటే రేండు చేతులతో ఒకేలా దనురవిద్యను ప్రదర్శశించ గలడు.,అంటే రెండు చేతులతో ఒకేలా ధనుర్విద్యను ప్రదర్శించగలడు.,
అర్జునుడి గురువు పేరు ద్రోణచార్యుడు.,అర్జునుడి గురువు పేరు ద్రోణాచార్యుడు.,
వీరి దగ్గరే అని విద్యలను నేర్చుకునాడు.,వీరి దగ్గరే అన్ని విద్యలను నేర్చుకున్నాడు.,
దర్శం తపుని వాడు మరియు పెద్దల మాటకు గోరవం ఇచ్చెవాడు అర్జునుడ.,ధర్మం తప్పని వాడు మరియు పెద్దల మాటకు గౌరవం ఇచ్చేవాడు అర్జునుడు.,
అర్జునుడుకి ఇద్దరు భార్యలు ద్రోపది మరియు శుబద్ర.,అర్జునుడికి ఇద్దరు భార్యలు ద్రౌపది మరియు సుభద్ర.,
అర్జునుడి పుత్రుడు అయన అభిమన్యుడు కూడా మహా వీరుడు.,అర్జునుడి పుత్రుడు అయిన అభిమన్యుడు కూడా మహా వీరుడు.,
విష్ణుమూర్తి అవతారం అయన శ్రీక్రిష్టుడు అర్జునుడికి రధశారదిగా ఉండి కురుక్షేత్రం యుధంలో అర్జునుడిని దర్శం వేపు నడిపించాడు.,విష్ణుమూర్తి అవతారం అయిన శ్రీకృష్ణుడు అర్జునుడికి రథసారథిగా ఉండి కురుక్షేత్ర యుద్ధంలో అర్జునుడిని ధర్మం వైపు నడిపించాడు.,
కురుక్షేత్ర యుధంలో ఎంతో మంది గోప్ప విరులలో పోరాడి గేలిచాడు.,కురుక్షేత్ర యుద్ధంలో ఎంతో మంది గొప్ప వీరులతో పోరాడి గెలిచాడు.,
"మహావీరులు అయన భీషముడు, ద్రోణాచార్యడు, కర్ణుడు లాంటి వారితో పోరాడి గేలిచాడు.","మహావీరులు అయిన భీష్ముడు, ద్రోణాచార్యుడు, కర్ణుడు లాంటి వారితో పోరాడి గెలిచాడు.",
మానవాలి చరిత్రలో జరిగిన అతి పెద్ద యద్దంలో దర్శం వైవు నించోని దర్శాని గేలిపించాడు.,మానవాళి చరిత్రలో జరిగిన అతి పెద్ద యుద్ధంలో ధర్మం వైపు నిలిచి ధర్మాన్ని గెలిపించాడు.,
మహాభారత గ్రంధంలో అర్జునుడికి మించిన వీరుడు మరోకరు లేరు.,మహాభారత గ్రంథంలో అర్జునుడికి మించిన వీరుడు మరొకరు లేరు.,
"తల్లిదండ్రులను గేరవించడం, పెద్దవారిని గేరవించడం, దర్శాని కాపాడ్డం మనం అర్జునుడి నుంచి నేర్చుకోవాలి.","తల్లిదండ్రులను గౌరవించడం, పెద్దవారిని గౌరవించడం, ధర్మాన్ని కాపాడటం మనం అర్జునుడి నుంచి నేర్చుకోవాలి.",
కాలుష్యం అనేది చాలా ప్రమాదకరం.,కాలుష్యం అనేది చాలా ప్రమాదకరం.,
మనిషి యొక్క స్వార్థం కోసం ప్రక్రుతిని కాలుష్యం చేస్తునాడు.,మనిషి యొక్క స్వార్థం కోసం ప్రకృతిని కాలుష్యం చేస్తున్నాడు.,
ప్రస్తుత కాలంలో కాలుష్యం చాలా ఎక్కువ అయపోయంది.,ప్రస్తుత కాలంలో కాలుష్యం చాలా ఎక్కువ అయిపోయింది.,
"నీరు, గాలి, నేల అన్నింటిని కాలుష్యం చేసారు.","నీరు, గాలి, నేల అన్నింటిని కాలుష్యం చేసారు.",
కాలుష్యానికి ప్రధమ కారణం పరిశ్రమలు.,కాలుష్యానికి ప్రథమ కారణం పరిశ్రమలు.,
